IDS,,Classification,Candidate,,,,,,,,(Candidate) How do you think you measure up,,,,,Candidate Preference,,,,,,Partner,,,,,,,,(Partner) How do you think you measure up,,,,,Parterner Preference,,,,,,Correlation,Candidate Propensities,,,
iid,pid,match,gender,age,race,undergra,field_cd,zipcode,income,career_c,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,gender_o,age_o,race_o,undergra,field_cd,zipcode,income,career_c,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,int_corr,imprace,imprelig,date,go_out
265,291,0,0,32,2,Stanford,1,"10,538","73,073.00",2,7,9,7,10,10,15,5,45,10,15,10,,27,4,Harvard,10,7936,0,4,6,9,7,9,9,20,20,15,15,12,18,0.35,3,3,5,2
265,292,0,0,32,2,Stanford,1,"10,538","73,073.00",2,7,9,7,10,10,15,5,45,10,15,10,,28,1,U of  Michigan,13,10009,25786,7,8,10,8,10,10,20,18,20,17,10,15,-0.01,3,3,5,2
265,293,0,0,32,2,Stanford,1,"10,538","73,073.00",2,7,9,7,10,10,15,5,45,10,15,10,,28,3,MIT,8,7512,0,7,7,10,9,9,9,23,18,21,18,10,10,0.72,3,3,5,2
266,273,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,29,2,charles university,10,0,0,2,7,10,5,7,7,30,25,18,18,4,5,0.55,2,2,7,3
266,274,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,24,3,UC Berkeley,3,0,0,2,7,7,10,9,9,30,10,20,20,10,10,0.03,2,2,7,3
266,275,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,21,2,Novosibirsk State University,5,630090,0,7,10,7,6,10,10,25,10,25,5,10,25,0.32,2,2,7,3
266,276,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,26,2,UC Berkeley,10,18977,80608,2,7,6,7,10,8,24,16,28,14,8,10,0.52,2,2,7,3
266,277,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,25,2,RPI,10,6098,0,2,4,8,8,8,5,60,20,0,20,0,0,0.6,2,2,7,3
266,278,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,32,2,umass,5,0,0,2,8,8,8,8,8,25,15,20,25,10,5,0.64,2,2,7,3
266,279,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,25,2,UNLV,10,89014,43844,2,8,9,6,10,7,27,15,28,10,10,10,0.17,2,2,7,3
266,280,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,25,2,Columbia College,10,7620,0,2,5,9,5,8,6,25,20,30,15,5,5,0.54,2,2,7,3
266,281,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,27,2,MSU,3,430000,0,2,7,8,6,8,5,20,20,20,15,5,20,0.74,2,2,7,3
266,282,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,23,1,University of North Carolina at Charlotte,5,0,0,7,7,9,9,7,10,25,15,20,20,10,10,-0.05,2,2,7,3
266,283,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,27,4,REC,5,1851,0,7,9,9,9,9,9,50,10,10,10,10,10,0.18,2,2,7,3
266,284,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,27,2,Columbia Business School,8,0,0,6,7,6,7,8,7,25,20,25,20,10,0,0.61,2,2,7,3
266,285,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,24,6,tech school,5,10025,0,7,8,10,10,10,8,20,20,25,25,5,5,0.01,2,2,7,3
266,286,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,22,2,Queens College,2,125438,0,2,3,6,6,7,7,10,15,25,15,15,20,0.26,2,2,7,3
266,287,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,22,4,Connecticut College,13,6320,0,6,7,10,5,7,10,35,40,5,5,7,8,0.01,2,2,7,3
266,288,1,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,27,2,Emory University,3,21044,53196,2,5,8,7,8,7,20,20,15,25,10,10,0.43,2,2,7,3
266,289,1,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,28,4,Harvey Mudd College (Physics),8,92064,53229,7,4,9,10,8,8,20,30,10,20,0,20,0.27,2,2,7,3
266,290,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,34,2,University of Paris,10,0,0,2,5,4,5,10,9,30,10,30,10,5,15,0.37,2,2,7,3
266,291,1,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,27,4,Harvard,10,7936,0,4,6,9,7,9,9,20,20,15,15,12,18,0.28,2,2,7,3
266,292,1,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,28,1,U of  Michigan,13,10009,25786,7,8,10,8,10,10,20,18,20,17,10,15,0.53,2,2,7,3
266,293,0,0,28,2,colby college,16,"0,0","0,0",10,8,8,7,7,4,25,20,20,25,0,10,,28,3,MIT,8,7512,0,7,7,10,9,9,9,23,18,21,18,10,10,0.29,2,2,7,3
267,273,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,29,2,charles university,10,0,0,2,7,10,5,7,7,30,25,18,18,4,5,-0.08,2,2,3,3
267,274,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,24,3,UC Berkeley,3,0,0,2,7,7,10,9,9,30,10,20,20,10,10,0.1,2,2,3,3
267,275,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,21,2,Novosibirsk State University,5,630090,0,7,10,7,6,10,10,25,10,25,5,10,25,-0.48,2,2,3,3
267,276,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,26,2,UC Berkeley,10,18977,80608,2,7,6,7,10,8,24,16,28,14,8,10,-0.22,2,2,3,3
267,277,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,25,2,RPI,10,6098,0,2,4,8,8,8,5,60,20,0,20,0,0,-0.7,2,2,3,3
267,278,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,32,2,umass,5,0,0,2,8,8,8,8,8,25,15,20,25,10,5,-0.28,2,2,3,3
267,279,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,25,2,UNLV,10,89014,43844,2,8,9,6,10,7,27,15,28,10,10,10,-0.29,2,2,3,3
267,280,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,25,2,Columbia College,10,7620,0,2,5,9,5,8,6,25,20,30,15,5,5,-0.45,2,2,3,3
267,281,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,27,2,MSU,3,430000,0,2,7,8,6,8,5,20,20,20,15,5,20,-0.34,2,2,3,3
267,282,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,23,1,University of North Carolina at Charlotte,5,0,0,7,7,9,9,7,10,25,15,20,20,10,10,-0.19,2,2,3,3
267,283,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,27,4,REC,5,1851,0,7,9,9,9,9,9,50,10,10,10,10,10,-0.51,2,2,3,3
267,284,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,27,2,Columbia Business School,8,0,0,6,7,6,7,8,7,25,20,25,20,10,0,-0.18,2,2,3,3
267,285,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,24,6,tech school,5,10025,0,7,8,10,10,10,8,20,20,25,25,5,5,0.24,2,2,3,3
267,286,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,22,2,Queens College,2,125438,0,2,3,6,6,7,7,10,15,25,15,15,20,-0.59,2,2,3,3
267,287,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,22,4,Connecticut College,13,6320,0,6,7,10,5,7,10,35,40,5,5,7,8,0.01,2,2,3,3
267,288,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,27,2,Emory University,3,21044,53196,2,5,8,7,8,7,20,20,15,25,10,10,-0.39,2,2,3,3
267,289,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,28,4,Harvey Mudd College (Physics),8,92064,53229,7,4,9,10,8,8,20,30,10,20,0,20,-0.37,2,2,3,3
267,290,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,34,2,University of Paris,10,0,0,2,5,4,5,10,9,30,10,30,10,5,15,-0.39,2,2,3,3
267,291,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,27,4,Harvard,10,7936,0,4,6,9,7,9,9,20,20,15,15,12,18,-0.12,2,2,3,3
267,292,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,28,1,U of  Michigan,13,10009,25786,7,8,10,8,10,10,20,18,20,17,10,15,-0.28,2,2,3,3
267,293,0,0,26,4,ChungShenMedicalUniversity(Taiwan),10,"0,0","0,0",4,7,6,5,7,7,20,30,10,15,10,15,,28,3,MIT,8,7512,0,7,7,10,9,9,9,23,18,21,18,10,10,0.09,2,2,3,3
268,273,1,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,29,2,charles university,10,0,0,2,7,10,5,7,7,30,25,18,18,4,5,-0.21,1,1,6,1
268,274,1,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,24,3,UC Berkeley,3,0,0,2,7,7,10,9,9,30,10,20,20,10,10,-0.22,1,1,6,1
268,275,0,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,21,2,Novosibirsk State University,5,630090,0,7,10,7,6,10,10,25,10,25,5,10,25,0.27,1,1,6,1
268,276,1,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,26,2,UC Berkeley,10,18977,80608,2,7,6,7,10,8,24,16,28,14,8,10,0.06,1,1,6,1
268,277,1,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,25,2,RPI,10,6098,0,2,4,8,8,8,5,60,20,0,20,0,0,0.48,1,1,6,1
268,278,0,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,32,2,umass,5,0,0,2,8,8,8,8,8,25,15,20,25,10,5,-0.07,1,1,6,1
268,279,1,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,25,2,UNLV,10,89014,43844,2,8,9,6,10,7,27,15,28,10,10,10,0.63,1,1,6,1
268,280,0,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,25,2,Columbia College,10,7620,0,2,5,9,5,8,6,25,20,30,15,5,5,0.32,1,1,6,1
268,281,0,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,27,2,MSU,3,430000,0,2,7,8,6,8,5,20,20,20,15,5,20,0.02,1,1,6,1
268,282,0,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,23,1,University of North Carolina at Charlotte,5,0,0,7,7,9,9,7,10,25,15,20,20,10,10,0.57,1,1,6,1
268,283,0,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,27,4,REC,5,1851,0,7,9,9,9,9,9,50,10,10,10,10,10,0.74,1,1,6,1
268,284,0,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,27,2,Columbia Business School,8,0,0,6,7,6,7,8,7,25,20,25,20,10,0,0.01,1,1,6,1
268,285,0,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,24,6,tech school,5,10025,0,7,8,10,10,10,8,20,20,25,25,5,5,-0.33,1,1,6,1
268,286,0,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,22,2,Queens College,2,125438,0,2,3,6,6,7,7,10,15,25,15,15,20,0.08,1,1,6,1
268,287,0,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,22,4,Connecticut College,13,6320,0,6,7,10,5,7,10,35,40,5,5,7,8,0.01,1,1,6,1
268,288,1,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,27,2,Emory University,3,21044,53196,2,5,8,7,8,7,20,20,15,25,10,10,0.56,1,1,6,1
268,289,1,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,28,4,Harvey Mudd College (Physics),8,92064,53229,7,4,9,10,8,8,20,30,10,20,0,20,0.48,1,1,6,1
268,290,1,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,34,2,University of Paris,10,0,0,2,5,4,5,10,9,30,10,30,10,5,15,0.23,1,1,6,1
268,291,0,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,27,4,Harvard,10,7936,0,4,6,9,7,9,9,20,20,15,15,12,18,0.4,1,1,6,1
268,292,1,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,28,1,U of  Michigan,13,10009,25786,7,8,10,8,10,10,20,18,20,17,10,15,0.43,1,1,6,1
268,293,1,0,24,3,Yale,4,"76,710","26,706.00",4,9,9,8,9,9,30,20,20,10,15,5,,28,3,MIT,8,7512,0,7,7,10,9,9,9,23,18,21,18,10,10,0.06,1,1,6,1
269,273,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,29,2,charles university,10,0,0,2,7,10,5,7,7,30,25,18,18,4,5,0.43,4,5,6,2
269,274,1,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,24,3,UC Berkeley,3,0,0,2,7,7,10,9,9,30,10,20,20,10,10,0.53,4,5,6,2
269,275,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,21,2,Novosibirsk State University,5,630090,0,7,10,7,6,10,10,25,10,25,5,10,25,0.64,4,5,6,2
269,276,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,26,2,UC Berkeley,10,18977,80608,2,7,6,7,10,8,24,16,28,14,8,10,0.71,4,5,6,2
269,277,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,25,2,RPI,10,6098,0,2,4,8,8,8,5,60,20,0,20,0,0,0.52,4,5,6,2
269,278,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,32,2,umass,5,0,0,2,8,8,8,8,8,25,15,20,25,10,5,0.64,4,5,6,2
269,279,1,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,25,2,UNLV,10,89014,43844,2,8,9,6,10,7,27,15,28,10,10,10,0.22,4,5,6,2
269,280,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,25,2,Columbia College,10,7620,0,2,5,9,5,8,6,25,20,30,15,5,5,0.64,4,5,6,2
269,281,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,27,2,MSU,3,430000,0,2,7,8,6,8,5,20,20,20,15,5,20,0.5,4,5,6,2
269,282,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,23,1,University of North Carolina at Charlotte,5,0,0,7,7,9,9,7,10,25,15,20,20,10,10,-0.18,4,5,6,2
269,283,1,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,27,4,REC,5,1851,0,7,9,9,9,9,9,50,10,10,10,10,10,0.17,4,5,6,2
269,284,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,27,2,Columbia Business School,8,0,0,6,7,6,7,8,7,25,20,25,20,10,0,0.63,4,5,6,2
269,285,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,24,6,tech school,5,10025,0,7,8,10,10,10,8,20,20,25,25,5,5,0.24,4,5,6,2
269,286,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,22,2,Queens College,2,125438,0,2,3,6,6,7,7,10,15,25,15,15,20,0.31,4,5,6,2
269,287,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,22,4,Connecticut College,13,6320,0,6,7,10,5,7,10,35,40,5,5,7,8,0.25,4,5,6,2
269,288,1,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,27,2,Emory University,3,21044,53196,2,5,8,7,8,7,20,20,15,25,10,10,0.42,4,5,6,2
269,289,1,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,28,4,Harvey Mudd College (Physics),8,92064,53229,7,4,9,10,8,8,20,30,10,20,0,20,0.24,4,5,6,2
269,290,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,34,2,University of Paris,10,0,0,2,5,4,5,10,9,30,10,30,10,5,15,0.73,4,5,6,2
269,291,1,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,27,4,Harvard,10,7936,0,4,6,9,7,9,9,20,20,15,15,12,18,0.35,4,5,6,2
269,292,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,28,1,U of  Michigan,13,10009,25786,7,8,10,8,10,10,20,18,20,17,10,15,0.21,4,5,6,2
269,293,0,0,24,2,Wesleyan University,7,"8,904","0,0",2,8,8,6,8,7,20,10,30,15,15,10,,28,3,MIT,8,7512,0,7,7,10,9,9,9,23,18,21,18,10,10,0.24,4,5,6,2
270,273,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,29,2,charles university,10,0,0,2,7,10,5,7,7,30,25,18,18,4,5,0.34,2,4,5,1
270,274,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,24,3,UC Berkeley,3,0,0,2,7,7,10,9,9,30,10,20,20,10,10,0.13,2,4,5,1
270,275,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,21,2,Novosibirsk State University,5,630090,0,7,10,7,6,10,10,25,10,25,5,10,25,0.61,2,4,5,1
270,276,1,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,26,2,UC Berkeley,10,18977,80608,2,7,6,7,10,8,24,16,28,14,8,10,0.63,2,4,5,1
270,277,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,25,2,RPI,10,6098,0,2,4,8,8,8,5,60,20,0,20,0,0,0.49,2,4,5,1
270,278,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,32,2,umass,5,0,0,2,8,8,8,8,8,25,15,20,25,10,5,0.68,2,4,5,1
270,279,1,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,25,2,UNLV,10,89014,43844,2,8,9,6,10,7,27,15,28,10,10,10,0.18,2,4,5,1
270,280,1,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,25,2,Columbia College,10,7620,0,2,5,9,5,8,6,25,20,30,15,5,5,0.52,2,4,5,1
270,281,1,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,27,2,MSU,3,430000,0,2,7,8,6,8,5,20,20,20,15,5,20,0.47,2,4,5,1
270,282,1,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,23,1,University of North Carolina at Charlotte,5,0,0,7,7,9,9,7,10,25,15,20,20,10,10,-0.06,2,4,5,1
270,283,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,27,4,REC,5,1851,0,7,9,9,9,9,9,50,10,10,10,10,10,0.57,2,4,5,1
270,284,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,27,2,Columbia Business School,8,0,0,6,7,6,7,8,7,25,20,25,20,10,0,0.6,2,4,5,1
270,285,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,24,6,tech school,5,10025,0,7,8,10,10,10,8,20,20,25,25,5,5,-0.05,2,4,5,1
270,286,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,22,2,Queens College,2,125438,0,2,3,6,6,7,7,10,15,25,15,15,20,0.15,2,4,5,1
270,287,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,22,4,Connecticut College,13,6320,0,6,7,10,5,7,10,35,40,5,5,7,8,0.03,2,4,5,1
270,288,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,27,2,Emory University,3,21044,53196,2,5,8,7,8,7,20,20,15,25,10,10,0.68,2,4,5,1
270,289,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,28,4,Harvey Mudd College (Physics),8,92064,53229,7,4,9,10,8,8,20,30,10,20,0,20,0.34,2,4,5,1
270,290,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,34,2,University of Paris,10,0,0,2,5,4,5,10,9,30,10,30,10,5,15,0.6,2,4,5,1
270,291,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,27,4,Harvard,10,7936,0,4,6,9,7,9,9,20,20,15,15,12,18,0.38,2,4,5,1
270,292,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,28,1,U of  Michigan,13,10009,25786,7,8,10,8,10,10,20,18,20,17,10,15,0.41,2,4,5,1
270,293,0,0,23,4,University of Toronto,10,"0,0","0,0",2,5,4,7,8,6,16,16,19,17,14,18,,28,3,MIT,8,7512,0,7,7,10,9,9,9,23,18,21,18,10,10,0.31,2,4,5,1
271,273,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,29,2,charles university,10,0,0,2,7,10,5,7,7,30,25,18,18,4,5,0.37,10,9,4,1
271,274,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,24,3,UC Berkeley,3,0,0,2,7,7,10,9,9,30,10,20,20,10,10,0.29,10,9,4,1
271,275,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,21,2,Novosibirsk State University,5,630090,0,7,10,7,6,10,10,25,10,25,5,10,25,0.43,10,9,4,1
271,276,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,26,2,UC Berkeley,10,18977,80608,2,7,6,7,10,8,24,16,28,14,8,10,0.55,10,9,4,1
271,277,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,25,2,RPI,10,6098,0,2,4,8,8,8,5,60,20,0,20,0,0,0.17,10,9,4,1
271,278,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,32,2,umass,5,0,0,2,8,8,8,8,8,25,15,20,25,10,5,0.2,10,9,4,1
271,279,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,25,2,UNLV,10,89014,43844,2,8,9,6,10,7,27,15,28,10,10,10,-0.12,10,9,4,1
271,280,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,25,2,Columbia College,10,7620,0,2,5,9,5,8,6,25,20,30,15,5,5,0.27,10,9,4,1
271,281,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,27,2,MSU,3,430000,0,2,7,8,6,8,5,20,20,20,15,5,20,0.23,10,9,4,1
271,282,1,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,23,1,University of North Carolina at Charlotte,5,0,0,7,7,9,9,7,10,25,15,20,20,10,10,-0.1,10,9,4,1
271,283,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,27,4,REC,5,1851,0,7,9,9,9,9,9,50,10,10,10,10,10,-0.39,10,9,4,1
271,284,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,27,2,Columbia Business School,8,0,0,6,7,6,7,8,7,25,20,25,20,10,0,0.41,10,9,4,1
271,285,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,24,6,tech school,5,10025,0,7,8,10,10,10,8,20,20,25,25,5,5,-0.13,10,9,4,1
271,286,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,22,2,Queens College,2,125438,0,2,3,6,6,7,7,10,15,25,15,15,20,-0.22,10,9,4,1
271,287,0,0,23,2,Brandeis University,11,"10,543","50,060.00",11,9,10,10,9,10,10,15,40,15,10,10,,22,4,Connecticut College,13,6320,0,6,7,10,5,7,10,35,40,5,5,7,8,-0.17,10,9,4,1
